2	3	4
m529	HAN	Not bad.
m529	BEN	You have your father's style.  You've done very well.
m529	HAN	I'm not afraid of anything...
m529	BEN	Fear is their greatest weapon.
m529	HAN	Kid you take the glory and the good intentions and I'll take the reward.
m529	HAN	This isn't a game you know.
m529	BEN	Luke's got a point... ... Fear is their greatest defense... I doubt if the actual security there is much greater than on Aquilae or Sullust and what there is is most likely directed toward large-scale assault.
m529	HAN	Anything I want!  Now that's interesting.
m529	BEN	A million at least... If this robot has information related to the destruction of Organa Major you'll be able to name the reward...
m529	HAN	How much do you think she's talking about?
m529	HAN	I'm beginning not to like you.
m529	BEN	I think there are some things we should talk about.
m529	HAN	Who's going to pay me then?
m529	BEN	Well for one reason we don't have your other five thousand.
m529	HAN	I'm not taking you on an impossible search across the galaxy... I was only paid to get you here and now you're here.  I'll take my other five thousand and you're on your own... I'll leave you on the nearest system.
m529	BEN	No not anymore.
m529	HAN	Their bases are very well hidden. All the power of the Empire can't find them... Do you know where they are?
m529	BEN	We have to find he rebels... What we're carrying belongs to them.
m529	HAN	Well I've brought you here.  What now?
m529	BEN	Well now you know... The enemy is on the move.  We haven't much time.
m529	HAN	The planet has been totally blown away!  It would have taken a thousand ships with a lot more fire power than I've ever seen... If the Empire had a new weapon that could do this... I would have heard something... I'd know about it.
m529	BEN	The Empire must have gotten here first.
m529	HAN	You might get your stuff together. We'll be coming up on Organa Major soon.
m529	BEN	Well we'll see...
m529	BEN	I'm Ben Kenobi.  Luke Starkiller here is leading our expedition.
m529	HAN	I'm Han Solo Captain of this vessel.  Who's in charge then?
m529	BEN	Keep it with you always.  You'll have more need of it than I.  It will bring the Force to you.  You've already learned to feel it... Now you must learn to use it.
m529	LUKE	The Kiber Crystal.
m529	LUKE	I'm not going alone!
m529	BEN	You go after the princess. I am an old man and would be of little help.  I must try to find the Crystal.
m529	LUKE	What about the princess?
m529	LUKE	I don't get it but I guess I did block it.
m529	BEN	See once you let yourself go you can do it.  You'll get it.
m529	BEN	Stop thinking and start feeling. Let yourself go.
m529	LUKE	I can't do it.  I'll get hit.
m529	BEN	Try to feel it.  Use the Force...
m529	LUKE	I can't see!  How can I fight?
m529	BEN	I didn't say that but it appears to be a logical alternative.
m529	LUKE	You mean we should go after her!...
m529	BEN	But she is the only link between us and the hidden bases.
m529	LUKE	He can't find Organa Major.
m529	BEN	What is it?
m529	BEN	All you have to do is lose your thinking self.  Don't focus on anything.  Let your body do your thinking... You have to learn to act on what you feel not what you think ... If I had the crystal it would be much easier.  You could feel the Force immediately... but for now let yourself go.  You'll pick it up... and someday you'll have no need for that pistol either.
m529	LUKE	What do I do?
m529	BEN	I rarely use it any more.  I have the Force.  The Force is more powerful than any pistol.  You shouldn't put too much faith in that weapon.  Work on becoming aware of the Force... learn to feel its presence within you.  Try to sense what it's telling you.  It's the only thing you can rely on.
m529	LUKE	Are you sure you don't need it?
m529	BEN	Yes... the Force... something horrible has happened.  I couldn't see what it was or where it was but it was terrible... terrible beyond description... the cry of millions dying at once.
m529	LUKE	Are you all right?
m529	BEN	Keep away I'm fine I'm fine.
m529	LUKE	What's wrong?  What's happening?
m529	BEN	These are doubtful times.  The Empire has grown bold in its disregard of the...
m529	LUKE	But she's a member of The Twelve Families.  How can they hold her?
m529	BEN	I doubt it.  It would be foolish for the rebel forces to come out of hiding. I know your feelings.  You'd best forget them.  It's for your own good. There will be no saving her from the prisons of Alderaan.  It's the heart of the Sith.  The Bogan Force is the most heavy there.
m529	LUKE	When we get Artoo's message to them you think they'll try to rescue the princess?
m529	BEN	He's bluffing...
m529	LUKE	This is the last place.  Shouldn't we just take what we can get and think of something else?
m529	BEN	Five maybe.  Let me handle it.
m529	LUKE	We don't have that kind of money. How much do you think I can get for the speeder?
m529	BEN	There are two halves of the Force of Others.  One is positive and will help you if you learn how to use it.  But the others half will kill you if you aren't careful.  This negative side of the Force is called the Bogan which is where the expression came from and it is the part that is used by the Dark Lords to destroy their opponents.  Both halves are always present.  The Force is on your right the Bogan is on your left.  The Kiber Crystal can amplify either one.  The Crystal Darth stole was the last one in the possession of the Jedi.  When he joined the Sith the power of the Dark Lords was completed.
m529	LUKE	Like Bogan weather or bogan times. I thought that was just a saying.
m529	BEN	They use the Bogan Force.
m529	LUKE	Do the Sith know the ways of the Force?
m529	BEN	Yes.  It was a black day.  One of my disciple's took the crystal and became a Sith Lord.  It was a black day.  The few crystals that remain are in the possession of the Sith Lords on Alderaan.  That's how they've become so powerful.
m529	LUKE	That's where my father was killed.
m529	BEN	I had one but it was taken at the battle of Condawn...
m529	LUKE	Don't you have a Kiber crystal?
m529	BEN	When a creature dies the force it generated remains.  The Force is all around us.  It can be collected and transmitted through the use of a Kiber crystal.  It's the only way to amplify the power of the Force within you.
m529	LUKE	How can you store an energy field within you?
m529	BEN	A Jedi's power is measured by the amount of the Force that is stored within him and I have little of the Force left in me.
m529	LUKE	But you're still a powerful Jedi. You don't need my help.
m529	BEN	Luke I'm coming along to do what I can but I'm tired and I'm depending on you to get us through.
m529	BEN	It means you'd better get some rest. We'll be leaving for Mos Eisley first thing in the morning.  The trip will be difficult and dangerous but it's the only spaceport with ships large enough to get us to Organa Major.  Now go on!
m529	LUKE	What do you mean?
m529	BEN	That is not a human decision not your or mine.
m529	LUKE	Could I learn to feel it?
m529	BEN	It surrounds you and radiates from you.  A Jedi can feel it flowing from him...  ... from here!
m529	LUKE	You mean I generate an energy field?
m529	BEN	Let's just say the Force is something a Jedi Warrior deals with.  It is an energy field in oneself a power that controls ones acts yet obeys ones commands.  It is nothing yet it makes marvels appear before your very eyes. All living things generate this Force field even you.
m529	LUKE	My father used to talk about the Force of Others.  But he never told me what it was...
m529	BEN	You were right.  It is my responsibility.  The Force of Others brought the message to you and then it brought you to me.
m529	BEN	Not any more!
m529	LUKE	But the Sith Lords are involved! Whatever information this R-2 unit is carrying it must be awfully important.  They're probably looking for him... I'm no match for the Sith. This is a Jedi's work.  This is your responsibility!
m529	BEN	I already know you think you're worthless.  I recommend you learn to think of yourself in a better light for what you believe you are is what you become.  I haven't been involved in anything like this for many years.
m529	LUKE	But you must!  I can't do it alone. I'm not at all like my father.  I'd never make it.
m529	BEN	I'm afraid I've gotten too old for this sort of thing.
m529	LUKE	My father told me many stories about you.  He said if I was ever in trouble to come here... I need your help.
m529	BEN	I know your intentions.  I probably know much more about you than you realize.  In many ways you're a lot like your father.  He was an indulgent man but a clever warrior.  Now what brings you out here?
m529	LUKE	I assure you my intentions weren't bad.
m529	BEN	You could put it that way.
m529	LUKE	You saw through me?
m529	BEN	I know that.
m529	LUKE	I... I'm not a Bendu Officer.  I'm not even a startrooper.
m529	LUKE	But you are... I know your 'Diary of the Clone Wars' by heart.  My father...
m529	BEN	I know who you are.  Stand up so that we can talk properly.  You're embarrassing me.  I'm not that important.
m529	LUKE	I am the son of Annikin Starkiller.
m529	BEN	I don't see why.  I don't believe we've ever met.
m529	BEN	I'm afraid it's been a long time since the White Legions roamed the stars.  But I have the memories.
m529	LUKE	You're General Kenobi?!?  The Jedi knight!  The commander of the White Legions?
m529	BEN	You might say I'm part of the landscape here.  They call me Ben Kenobi.
m529	LUKE	Who are you anyway?
m529	LUKE	Of course.  I'm a Bendu officer.
m529	BEN	Oh so you're a warrior then?
m529	LUKE	I'm Luke Starkiller guardian of the Bendu.
m529	BEN	You're lucky those Tuskens didn't boil you before they hung you out to dry.  They're not the friendly sort. You'd best be moving on before they come back.
m529	LUKE	Couldn't we have tried to think of something else first!
m529	BEN	Sorry but that was the only way to get you down.
m529	BEN	All of them altogether. You seem to have gotten yourself into a fine mess!  What happened?
m529	LUKE	What do you mean 'good morning'? Do you mean that it is a good morning for you or do you wish me a good morning although it is obvious I'm not having one or do you find that mornings in general are good?
m529	BEN	Good morning!
m529	BIGGS	Just be warned that things aren't always as they seem... especially the starforce recruiting posters.
m529	LUKE	At least you're doing something... I'd give anything to be in your position.
m529	BIGGS	The academy is fantastic... Of course they won't teach you anything about flying you don't already know.  Most of the instructors are very conservative pilots.  You can fly circles around them... but there is a lot on the scientific side that is down-right amazing and you get a lot of discipline... but after you graduate don't join the star force -- go free-lance.  It's the only way to get into the action... I can't wait until my hitch is up.
m529	LUKE	But you always said things were so great at the academy... What happened?
m529	BIGGS	I'll tell you Luke and this is between you and me.  The star force isn't all it's cracked up to be. Frankly it's a bore and it's going to stay that way as long as this system is neutral...
m529	LUKE	But there was a lot of firing earlier...
m529	BIGGS	That's no battle kid... They're just sitting there!
m529	LUKE	You look great!  The uniform and everything!
m529	BIGGS	Of course where you been kid?
m529	BLUE LEADER	Forget it son.
m529	LUKE	Yes sir but I can get him...
m529	BLUE LEADER	Blue Five break off your cover attack.  It's too late.  Make your own run on the exhaust port.  Do you copy Luke?
m529	BLUE LEADER	What's that?
m529	LUKE	I'm right behind you Blue Leader.
m529	LUKE	I've got it blocked.  I'm all right.
m529	BLUE LEADER	Blue Five does that glare bother you?
m529	LUKE	Yes sir.
m529	BLUE LEADER	Six hours huh?  Well that's your ship there.  You're blue five.  You stay glued to me.  I don't want any independent operations out there. Personally I think it's foolish for them to be sending fresh kids out on a job like this.  This is no joy ride we're going on.
m529	LUKE	Yes sir.  I was considered one of the best bush pilots on Sullust. I've also had six hours on the T-2.
m529	BLUE LEADER	Have you been checked out?
m529	LUKE	Yes sir.
m529	BLUE LEADER	You're Starkiller?
m529	CONTROLLER	Send out a boarding party.  Full assault gear.
m529	COMMANDER	We don't get many visitors.  Let's take a look at it.
m529	COMMANDER	Send one squad up.
m529	CONTROLLER	As close as we can make out it appears to be a Corellian gypsy vessel... It's not under power.
m529	COMMANDER	I'll make a report later.
m529	CONTROLLER	Should we alert the Sith Lords?
m529	COMMANDER	Alert squad five but hold them until we know what it is.
m529	CONTROLLER	No reply on any circuits... It's drifting on a point twenty-seven skew.  It's not close enough to identify.
m529	LEIA	I have little time for your mercenary concerns but I am grateful for the service you have given to our cause.  What is your price?
m529	HAN	What about us?  Are we to wait forever?  Is our reward to be blown to bits on this forsaken system while your fleet mounts some suicidal attack on that Death Star? Part of my reward is that I be around to spend it.
m529	HAN	I'd like to get paid before that eventually.  I don't plan to stick around for the fireworks.
m529	LEIA	We must hurry to the base.  We have little time before the Death Star arrives.
m529	LEIA	Did it occur to you they might find us?
m529	HAN	I don't see how we're going to find anything out here.  This terrain is hopeless.
m529	HAN	I'd better go see how he's doing.
m529	LEIA	The fourth moon of Yavin.  I've given the coordinates to Chewbacca.
m529	HAN	Where are you taking us now anyway?
m529	LEIA	We captured the plans in a raid on the Imperial shipyards but we fell under attack before I could get the data to safety so I hid it in this Artoo unit and sent him off.
m529	LEIA	The plans and specifications to a battle station with enough fire power to destroy an entire system... Our only hope in destroying it is to find its weakness which we will determine from the data I stored in Artoo.
m529	HAN	What's that little 'droid' carrying that's so blasted important?
m529	LEIA	When Artoo has been safely delivered to my forces you get your reward. You have my guarantee.
m529	HAN	Then I think we're due the reward you offered... and it had better be substantial after what we've been through.
m529	LEIA	All the data banks in Artoo are still secure.
m529	HAN	Chewbacca it's time we showed them this isn't the regulation F8-88 Cargo Trawler.
m529	LEIA	There are only three or four left.
m529	HAN	Was this trip really necessary?
m529	LEIA	Here come six more... grid two!
m529	LEIA	It could be worse...
m529	HAN	Yes your highness. I'll let you open it then.  It won't be too long before they figure out what happened to us.  This has turned into a brilliant escape!
m529	LEIA	Put that thing away or you're going to get us all killed.
m529	LUKE	Thanks old buddy.  I'll be with you in a second.
m529	HAN	I noticed you were having some problems Blue Five... I thought I'd help.
m529	HAN	I know but the chances for survival here just aren't great enough in my book.  I've got what I came for. Now I've got to get back to my ship.
m529	LUKE	You're a good pilot... I've learned a lot from you... I wish you...
m529	HAN	Well if it's not we'll be facing that Death Star all by our lonesome.
m529	LUKE	They must be shielded somehow.  I'm sure the base is there.
m529	HAN	I don't pick up any life form concentration down there.  She'd better be right.
m529	LUKE	Come back here... Where are you going?
m529	HAN	Get to the ship!
m529	HAN	Move out of the way!
m529	LUKE	It's only light that doesn't affect it.  Solid things like rocks can hurt it!  Fire above him!
m529	LUKE	Get Chewbacca.  Try to get around it. I'll draw it away.
m529	HAN	Watch it!  Move back.
m529	HAN	No he smells something... but we haven't time to worry about it now.
m529	LUKE	Is he afraid of the water?
m529	HAN	Not if this tunnel deadends.
m529	LUKE	I think she's going to be all right.
m529	LUKE	See Threepio come in See Threepio. I wonder where they are??  See Threepio...
m529	HAN	Let's try this way!  Holy Maker.
m529	LUKE	Something has happened to them. Let's try this way...
m529	HAN	I think I did.
m529	LUKE	Why didn't you say so before.
m529	HAN	This isn't going to work.
m529	HAN	Good!  I prefer a straight fight to all this sneaking around.
m529	LUKE	Between his howling and your blasting everything in sight the entire city is going to know we're here.
m529	LUKE	I don't know... I've never fought anyone.
m529	HAN	You're good with 'remotes' but how are you against something living?
m529	LUKE	Well I practice a lot...
m529	HAN	Don't you believe it.
m529	LUKE	Maybe the fact that no one would go there voluntarily could help us. They probably don't think anyone would dare try.
m529	HAN	No it's impossible... No one and I mean no one would venture anywhere near the Alderaan system... I'm a free booter not revolutionary.  You're aboard the wrong ship son!
m529	HAN	All right all right! You've got a ship!  But where do we go from here?  They probably took her to find the hidden bases... I don't see how we can find the rebels before she breaks.  The Empire has already beat us out.
m529	LUKE	Maybe you should just drop us off. I'm sure we can find someone willing to take the risk.
m529	HAN	Why?
m529	LUKE	You can't!  We've come this far.  We must find them...
m529	LUKE	What are you saying?
m529	HAN	I found it... It's just not there.
m529	HAN	Sorcery!  I believe in myself... I determine my destiny not some mystical energy field.
m529	LUKE	You don't believe in the Force?
m529	HAN	I'd keep that thing close just in case if I were you... I've been around from one end of the galaxy to the other and believe me this Force of Others stuff may make for good religion but there is no substitute for a good weapon at your side.
m529	HAN	It's automatic.
m529	LUKE	Who's the pilot?
m529	LUKE	We have a little business to take care of first but it shouldn't take long. We'll be back shortly.
m529	HAN	You got yourself a ship.  We can leave as soon as you're ready.
m529	LUKE	That's pretty steep.  We'd like to talk it over first.
m529	HAN	Organa Major is a rebel system. There will be quite a few starfleet patrols between here and there... It could be a little tricky if you want to avoid them... ten thousand.
m529	INTERCOM VOICE	Who is this?  What's your operating...
m529	LUKE	The... ah door's jammed.  Give us a few minutes to get it fixed.
m529	INTERCOM VOICE	With four casualties?!
m529	LUKE	No need everything's under control.
m529	INTERCOM VOICE	We'll send a squad up.
m529	LUKE	A Wookiee broke loose up here but we've subdued him... There is a lot of damage and three no four casualties...
m529	VADER	It would be much easier if you were to tell us where the outposts are... Otherwise we'll be forced to destroy every suspicious system... What a waste...
m529	LEIA	No!...
m529	VADER	It's too late... We already tested it on Organa Major.  It appears your data never got through.
m529	LEIA	They'll find its weakness.
m529	VADER	The 'Death Star' has become operational.  There is no force in the universe that can stop us now.
m529	VADER	It appears your ship had an accident. I will see to it that your death is duely reported.  There will be no one to save you this time.
m529	LEIA	You'll get no information from me. You have no authority... the council can't hold me!
m529	VADER	Enough!  I already know about the data you've intercepted but its' too late.  Whatever information you've gathered will be destroyed... You will come to know such suffering as only the Master of the Bogan Force can provide...
m529	LEIA	If you're as good a pilot as you are a swordsman... We're the ones who have been rewarded.
m529	LUKE	I... I don't know.  I guess I never thought about it... I just want to help.  I want to be in on the attack. I want my own ship.
m529	LEIA	And you?
m529	LEIA	He'll be well cared for.
m529	LUKE	Are there medical facilities on Yavin?
m529	LEIA	There'll be time for that later. Now let's get out of here.
m529	LUKE	I am Luke Starkiller at your service.
m529	LUKE	You're safe.  We've come to get you out of here... Just relax.
m529	LEIA	What is it?  What's going on?  Where are we?
m529	OWEN	Your father's dead.  Don't ever forget who's taking care of you giving you food giving you shelter and giving you the allowance in the first place. If you plan to work at the academy the way you work around here you won't last very long.  I don't want another word.  Finish your dinner then finish cleaning those 'droids.'
m529	LUKE	You used my savings!  You stole my savings.  If my father were here...
m529	OWEN	I said we'd see.  And as it is I was forced to borrow your academy savings to buy the new 'droids.'  When you've saved it up again I'll let you go.
m529	LUKE	But you promised!  I've saved enough money and now you have the extra help ... you promised!
m529	OWEN	You'll check the condensing unit first... and you're not going to bed until those 'droids' are completely cleaned up...
m529	LUKE	I will but I'll have enough time to transmit my application first.
m529	OWEN	First thing tomorrow morning you're going to check those condensing units on the south ridge.
m529	LUKE	I'd consider it an honor.
m529	THREEPIO	Thank you sir.  Your kindness is greatly appreciated but if it's at all possible Artoo and I would like to remain in your service.
m529	LUKE	Threepio!  Shut down all garbage mashers on your level... Do you copy?? Threepio shut down all garbage...
m529	THREEPIO	Are you there sir?  We're going...
m529	LUKE	Holy Maker Threepio.  I forgot...
m529	LUKE	See Threepio!  Do you copy?
m529	THREEPIO	Wait a minute slow down!... That's better.  They're where?  They what? They are?  Oh no! We're going to be mashed into conduit before this is over...
m529	LUKE	Good.  We're right above you.  Stand by.
m529	THREEPIO	For the moment.  We're in the main hangar.  Artoo is trying to plug into the system now.
m529	LUKE	Are you safe?
m529	THREEPIO	I'm afraid we're not plugged in at the moment sir.  We've had some problems.
m529	LUKE	You're back.  What happened?  Never mind.  What's going on?
m529	THREEPIO	I read you sir.
m529	LUKE	See Threepio... do you copy?
m529	LUKE	Send feed-back into the control sensors in that Detention block.
m529	THREEPIO	Level five Detention block A-23 cell 2187.  She's still alive...
m529	THREEPIO	I know sir but it's the principle of the thing.
m529	LUKE	Let him have it.  You're winning anyway.  It doesn't make any difference.
m529	LUKE	Well ask him.  Tell him we need five thousand.
m529	THREEPIO	Sir I have a couple of extra circuits.  Perhaps they might bring something.
m529	LUKE	I think we're going to need them. Blast it!
m529	LUKE	No you're not.  What kind of talk is that...
m529	THREEPIO	I can't make it.  You go on master Luke.  It doesn't make sense for you to risk yourself on my account.  I'm done for.
m529	LUKE	Can you stand?  We've got to get out of here before those Tuskens come back.
m529	THREEPIO	What happened?  I'm sorry sir I must have taken a bad step...
m529	LUKE	Well I don't know what to do now. We'll just have to head inland and see if we can't find a settlement.
m529	THREEPIO	If you don't mind my saying so sir I don't see how anyone could live in this forsaken place.
m529	LUKE	According to my father's tapes this is the spot where General Kenobi lives but the instruments just don't match up with the landscape... There is no doubt about it we're lost...
m529	THREEPIO	Several I think.  There is not much to tell.  I'm not much more than an interpreter and not very good at telling stories not at making them interesting anyway...
m529	LUKE	Tell me where you've been.  I am going to become a startrooper and fight in the wars.  My father was a Jedi!  Were you in many battles?
m529	THREEPIO	That's how we came to be in your service if you take my meaning...
m529	LUKE	You've been in the Counter Wars?... Against the Empire?
m529	THREEPIO	Indeed sir sometimes I'm amazed we're in as good shape as we are what with the rebellion and all...
m529	LUKE	There's a lot of carbon scoring here. It looks like you boys have seen a lot of action...
m529	THREEPIO	Thank you sir.  I'm See Threepio Human Cyborg relations and this is my counterpart Artoo Detoo.
m529	LUKE	That's all right.  There is nothing anyone can do about it.  You can call me Luke.
m529	THREEPIO	I'm sorry sir I'm only a 'droid' and not very knowledgeable of such things... not on this system anyway. As a matter of fact I'm not even sure which system we're on.
m529	LUKE	Not unless you could get me into the military academy at Anchorhead.
m544	LUTHOR	Not you.  You.  Tell me again.
m544	ALBERT	Me?
m544	LUTHOR	Got it? Otis?
m544	ALBERT	Yes Mr. Luthor. The XK101 can travel anywhere in the world undetected. It also has a sensory device built into it so that it can detect any obstacle in its path and avoid it. It just goes around it or over it.  The XK101 never quits! It will not stop until it reaches its pre-targeted target!
m544	LUTHOR	One of them should've been you.
m544	ALBERT	Yes so well Werner would've gotten to that too but  --  --  but the XK101 flies only eight feet above the ground...well below the radar limit!  So what? We could have done that soon. We had ways to make people ta-- ways to avoid the radar. And this XK101  -- they think it's so smart that they keep it in 'missile silos' underground. Hah!  We kept many things underground.
m544	ALBERT	--  thought about a rocket that carries a nuclear warhead in its nosecone and can strike with an impact of  --
m544	LUTHOR	Albert!
m544	ALBERT	It's very simple Otis.  Very simple the XK101 rocket. It's nothing forty years ago we in the Fatherland were working on this. Five more years we would've had it. But then  --  --  that silly war...Why my cousin Werner had already  --
m544	LUTHOR	And stop interrupting. his is the big scene.  Your finest hour! You rose to the challenge baby! And you lost. That's the best part!
m544	ALBERT	But Mr. Luthor sir I already  --
m544	ALBERT	We're running out of smoke.
m544	LUTHOR	Ah! The guest of honor at last! And about time too!
m544	LUTHOR	Otherwise you're a Mongoloid idiot.  It's reasonable to assume that fragments of the planet were shot out into space by the force of the explosion and  --
m544	ALBERT	Thank you.
m544	LUTHOR	You're a great architect Albert.
m544	ALBERT	He's thirty-five years old.
m544	LUTHOR	That the planet blew up on May 23 1937. That the rocket ship with the revolting little freak in it took three years to reach Earth. Ergo?
m544	LUTHOR	Shut up apple-polisher.
m544	ALBERT	Nobody else.
m544	LUTHOR	Ahhhh my favorite part of the day. Who else could have thought of this aquarium?
m544	LUTHOR	Wonderful. Otis will go above and steal some Big Macs.
m544	ALBERT	There's some slice American cheese...and...a half a bottle of club soda I think.
m544	LUTHOR	I take the man out of Argentina - and it was no picnic finding him y'know? And what does he think about? Bunkers. Still living in the past when I am about to realize the greatest real estate scheme in the history of the world!
m544	ALBERT	Bunkers!
m544	LUTHOR	You'll be designing monuments soon Albert! Hotels! Palaces!
m544	LUTHOR	Stop saying you know when I say 'y'know.' I know you know.  Yes I know you're here Otis. What do you want a brass band?
m544	ALBERT	I know but  --
m544	JIMMY	It's for that piece she's doing on women and competition. She's off to the Women's Western Golf Classic.
m544	CLARK	What's she doing in California?
m544	JIMMY	She's in California. That's wild enough I guess.
m544	CLARK	Lois isn't here?
m544	JIMMY	You and Lois you get all the action.  There she is out in the wild West and everything.
m544	CLARK	It was hot yes.
m544	JIMMY	A hot story huh?
m544	CLARK	I've been on the job.
m544	JIMMY	You'd better get a new alarm clock. The chief has been hollering for you.
m544	CLARK	I will.
m544	MARTHA	Keep warm now.
m544	CLARK	North. It's north
m544	MARTHA	Do you know where you're headed?
m544	MARTHA	I know son I know...
m544	CLARK	Mother...
m544	MARTHA	He's a good man Ben is. Your father always said so.
m544	CLARK	I talked to Ben Hubbard this morning. He'll be more than glad to bring in the crops on shares.
m544	MARTHA	I know.
m544	CLARK	Mom...
m544	MARTHA	Anyway we Kent's don't like showoffs ain't that so? A body's got to be humble even if he knows that he's better'n his neighbors.
m544	CLARK	Don't worry Mom. I know.
m544	MARTHA	I know you're a good boy Clark. No mother could ask for better. It's just that...
m544	CLARK	No Mom. You know I wouldn't break my promise.
m544	MARTHA	Clark...Son...that...thing you did with the Sheriff today... those...stunts...you don't do those things at school do you?
m544	LOIS	Yes but I'm the only one who knows him. I  --  I really like the guy. And he likes me.  I think. I mean I could talk to him you know? And he could talk to me.  Anytime...
m544	CLARK	You're not the only one.
m544	LOIS	Oh what a chance! If I could just  --  get to him.
m544	CLARK	No thanks.
m544	LOIS	It isn't that I still don't like you Clark. It's just that...well once you've had something like that happen to you it kind of changes a girl.  I'm going to make some coffee. You want some?
m544	CLARK	Super...man. Hmmm...
m544	LOIS	They will once I hang it on him in tomorrow's edition.
m544	CLARK	Is that what they're calling him?
m544	LOIS	Superman.  Pretty good name for him isn't it?
m544	CLARK	What'd you call him?
m544	LOIS	Of this...Superman.
m544	CLARK	Jealous? Of what?
m544	LOIS	You're just jealous.
m544	CLARK	I don't know Lois but I do know a fraud when I hear one. This thing goes against all natural laws.
m544	LOIS	Why would he do that? How would he know I was going to suddenly slip.
m544	CLARK	Look there was probably a trampoline on the roof somewhere and this joker just took a big bounce.
m544	LOIS	He grabbed me! He held me! He set me down gently! How could that be done with mirrors?
m544	CLARK	Mirrors then. It's done with mirrors.
m544	LOIS	There weren't any wires. I looked.
m544	CLARK	It was done with wires. They must have rigged him like they do with Peter Pan.
m544	LOIS	Clark Kent if you had only seen it the way I did you -
m544	CLARK	Oh sure. A man flies in the sky like a pigeon and it wasn't a trick.
m544	LOIS	It wasn't a trick!
m544	CLARK	You were probably so scared you didn't look to see what the trick was.
m544	LOIS	I'm telling you I was there.
m544	CLARK	Come again?
m544	LOIS	Not unless you can fly.
m544	CLARK	Can I take you to the airport?
m544	CLARK	Lois you should see what the inside of your lungs look like.
m544	LOIS	There's no real proof that tobacco  --
m544	CLARK	No. I'm just thinking that you smoke too much if you don't mind my saying so.
m544	LOIS	For what? Oh I've see the way the other half lives. My sister for instance. it looks terrific but is that what I really want? Three kids two cats and fifteen needlepoint pillows? I'd go bananas after one week. Hell I need this crazy existence of mine.  Like I need the plague right? That's what your thinking.
m544	CLARK	Don't you ever give up?
m544	LOIS	It's not what you think. Darn it. I'm going out on a story. The Secretary of Defense is landing at the airport tonight and this kid's going to be there to make sure he answers a few questions he'd rather duck.
m544	CLARK	Oh.
m544	LOIS	Thanks Clark but I'm booked for the night.
m544	CLARK	Oh not really. I guess I'll just watch a little TV and --  --  unless...would you be interested in dinner?
m544	LOIS	Big night coming up?
m544	CLARK	Huh?
m544	LOIS	What now my love?
m544	CLARK	I just took a shot at it.
m544	LOIS	You described the exact contents of my purse.
m544	CLARK	Know what?
m544	CLARK	Supposing that man had hurt you? Is it worth risking your life over ten dollars two credit cards and a lipstick? I mean it's not as if --
m544	LOIS	You're great with the advice Clark. Maybe you'd better take over the lovelorn column.
m544	CLARK	It isn't worth getting a heart attack over Lois.
m544	LOIS	Oh for God's sake!
m544	CLARK	He may have a gun!
m544	LOIS	Stop him Clark!
m544	CLARK	What the  --  !
m544	LOIS	Hey!
m544	LOIS	Not in Metropolis it isn't. This is the home of the sneak attack the stab in the back the --
m544	CLARK	Unbelievable.
m544	LOIS	See? Didn't I tell you this was a tough town?
m544	LOIS	'Swell.' When  was the last time I heard anybody say  -  where are you from  anyway?
m544	CLARK	But otherwise it's swell.
m544	LOIS	Some people aren't the athletic type.
m544	CLARK	I think I lost a week's salary at the dart board.
m544	LOIS	Well how are you enjoying your first day on the job?
m544	CLARK	Not really no.
m544	LOIS	Are there any more at home like you?
m544	CLARK	Not really no.
m544	LOIS	Not...gray.
m544	CLARK	Actually she's silver-haired.
m544	LOIS	I know. He sends a check every week to his dear gray-haired old mother.
m544	CLARK	No.
m544	LOIS	Your bookie?
m544	LOIS	Hey you're getting a better class of people in your office these days Boss.
m544	CLARK	I'll bet you have some good ideas.
m544	LOIS	Well!
m544	CLARK	I'd like to.
m544	SUPERMAN	Okay.  Take me to your leader.
m544	EVE	What can I tell you? He's my leader.
m544	SUPERMAN	Look lady you saved my life once. I owe you a favor. But I can't understand why you follow a man like that.
m544	EVE	Oh.
m544	SUPERMAN	Sure and let the plane crash in the middle of the city.
m544	EVE	Couldn't we forget the plane? You could lift me in your big strong arms?
m544	SUPERMAN	I'd better get you down.
m544	EVE	The way you describe him doesn't really do him justice.
m544	SUPERMAN	The bald man! The one who tried to kill me?
m544	EVE	He wants to see you. Lex Luthor.
m544	SUPERMAN	Besides that.
m544	EVE	Screaming
m544	SUPERMAN	What are you doing here?
m544	EVE	Help! I mean  --  I can't stop saying it. Silly isn't it  -  There's nothing to worry about. Help! See.
m544	SUPERMAN	You! The girl from the volcano!  Kryptonite...
m544	EVE	You too.  I just...I can't get it on for good guys. Y'know?
m544	SUPERMAN	Listen...thank you.
m544	LUTHOR	Of course I can. I love you.
m544	EVE	You can't do this to me!
m544	LUTHOR	What other one?
m544	EVE	I mean the other one!
m544	LUTHOR	I'm wearing it.
m544	EVE	Good. Fine. Now where's my parachute?
m544	LUTHOR	Miss Teschmacher Superman is a fairly bright individual. My understanding of the way he works is that he won't be fooled by a simple trick.
m544	EVE	Where's mine?! Where's my parachute?
m544	LUTHOR	Lex is going bye-bye.
m544	EVE	Danger??  Somebody??? Lex  -- where are you going?
m544	LUTHOR	He always shows up when somebody's in danger.
m544	EVE	What if he doesn't show up? What if he's taking a nap?
m544	LUTHOR	You got wax in your ears?
m544	EVE	Tea?
m544	LUTHOR	Nothing nothing. I just want to invite him to tea.
m544	EVE	What are you going to do to him?
